implicit_hate,0.001,0.4939759036144579,498,0
implicit_hate,0.002,0.4939759036144579,498,0
implicit_hate,0.003,0.49184376764323,498,1
implicit_hate,0.004,0.4932730821515248,498,1
implicit_hate,0.005,0.4922258155029306,498,2
implicit_hate,0.006,0.4918526215305054,498,2
implicit_hate,0.007,0.4912694000827715,498,3
implicit_hate,0.008,0.4909043500046976,498,3
implicit_hate,0.009000000000000001,0.4913196286536525,498,4
implicit_hate,0.01,0.489031974146428,498,4
implicit_hate,0.02,0.48347192357516433,498,9
implicit_hate,0.03,0.48138372913162175,498,14
implicit_hate,0.04,0.47980708127808286,498,19
implicit_hate,0.05,0.47334373286961806,498,24
implicit_hate,0.06,0.4636159607219585,498,29
implicit_hate,0.07,0.45755381570501785,498,34
implicit_hate,0.08,0.45523837708179327,498,39
implicit_hate,0.09,0.45174457396887546,498,44
implicit_hate,0.1,0.4407168970720143,498,49
implicit_hate,0.2,0.4081190812704354,498,99
implicit_hate,0.30000000000000004,0.3554992768075805,498,149
implicit_hate,0.4,0.2944840561744869,498,199
implicit_hate,0.5,0.2440257274724469,498,249
implicit_hate,0.6000000000000001,0.21056435927665995,498,298
implicit_hate,0.7000000000000001,0.15824465330771528,498,348
implicit_hate,0.8,0.10655671257423958,498,398
implicit_hate,0.9,0.06460123671544336,498,448
implicit_hate,1,0.0,498,498
